n_estimators,learning_rate,max_depth,min_child_weight,gamma,subsample,colsample_bytree,reg_alpha,reg_lambda,objective,eval_metric,randomness,verbosity,Score
115,0.13084399287933007,8,3.539393644733742,2.6351222351692627,0.7070619063038104,0.7582253953174151,1.7252732739500882,0.3448320341100911,binary:logistic,logloss,42,0,0.7701938432056605
87,0.055788593110387266,7,4.873987095587566,0.4708886526087439,0.5660969453101701,0.853233875141641,1.2468071338996727,0.2993825608503876,binary:logistic,logloss,42,0,0.7726703191410953
83,0.0558091924130242,7,5.193801929639446,0.32805936313176076,0.5920324729346566,0.9299798813859507,1.2546861315865216,0.27322743450533915,binary:logistic,logloss,42,0,0.7682124167751764
102,0.03383095392294573,7,4.626998162385732,0.6047519575809341,0.5530112835766889,0.8292217639182051,1.0502955054367251,0.1529337769836783,binary:logistic,logloss,42,0,0.7687062378694445
80,0.039547119182550994,6,5.881980328810558,0.10408005812992549,0.5541025907088029,0.8093836758766948,1.2975414946719959,0.3978532630616413,binary:logistic,logloss,42,0,0.7642483355035256
126,0.056069746434061055,8,2.6603928642352392,1.081029888333289,0.6642608426941419,0.8674970487579148,1.5082562086035347,0.6129157880485003,binary:logistic,logloss,42,0,0.7652372061027444
141,0.08814567186322061,7,6.429028490802408,1.665919835750464,0.5060317410457933,0.7804555585315264,0.79114699258956,0.12368834589879896,binary:logistic,logloss,42,0,0.7632545512615778
95,0.027460074562827605,6,3.549996843251672,0.49960322393185363,0.7368617093848778,0.6402750475819806,1.6652294175625675,0.29538034621716514,binary:logistic,logloss,42,0,0.765728570375648
109,0.057581126472220925,7,5.973150319217366,2.2518322954641663,0.623093725644881,0.8528368835144763,0.6871987672189168,0.6173168700558997,binary:logistic,logloss,42,0,0.7746406898754392
108,0.057976663690032196,7,3.992898687265164,2.280203647624261,0.6100733924152268,0.9408626243166183,0.4741522145483723,0.6544573173736965,binary:logistic,logloss,42,0,0.7736567329189495
109,0.12070738451841036,7,4.007651816300138,2.926346837548415,0.6182246649198703,0.9361953045254079,0.4190856043371959,0.9438327886805963,binary:logistic,logloss,42,0,0.7662223914699162
77,0.08093047044749122,7,4.15585370909432,2.408781226348755,0.5347527439308304,0.9966899279943129,0.64508584127268,0.6454703084693622,binary:logistic,logloss,42,0,0.7781109500528217
72,0.08295300890287172,7,4.266144147305583,2.251866419402716,0.5386658728986174,0.9966227242537681,0.6435884826401762,0.6409645495695886,binary:logistic,logloss,42,0,0.7701963000270251
91,0.060203455712479786,8,5.128629655637759,2.825943215357592,0.5755373456488766,0.9582851738178043,0.49098595605582984,1.074374395767944,binary:logistic,logloss,42,0,0.7781158636955507
95,0.06536336879523462,8,3.2930497837653228,2.9327832306837625,0.5826632899600999,0.9642265306503199,0.45986711269088276,1.1288483326704575,binary:logistic,logloss,42,0,0.7672198609439107
125,0.20830637333317928,8,1.900771315094989,3.587382588378681,0.6291488265293383,0.898782963195613,0.23480867511498849,1.0327841574893328,binary:logistic,logloss,42,0,0.7647347861337003
74,0.03208128921519513,8,2.819761942131304,2.507219388651215,0.5290375109420437,0.9568024834841725,0.5043198555437988,1.3249820819387432,binary:logistic,logloss,42,0,0.7741480971918532
68,0.03155470081067878,8,2.848425714862084,2.650171238110816,0.5373645897957903,0.9760544035130864,0.5438251871611975,1.4091566232370165,binary:logistic,logloss,42,0,0.7632570080829424
78,0.018389714721978718,8,1.9230205895423147,3.2263474249921686,0.5220809707726505,0.9151574449836036,0.34714383163499984,1.577260019730412,binary:logistic,logloss,42,0,0.767216175711864
61,0.07152554312426798,8,5.016633559761306,4.04886589726964,0.5710715496407235,0.9628753652134158,0.7193310867076884,1.3837351817087784,binary:logistic,logloss,42,0,0.7696914232366164
73,0.020019929928204505,8,3.1875627123577157,2.886762807440475,0.523979136142279,0.8802787706792898,0.10750433395487113,1.1633324008859822,binary:logistic,logloss,42,0,0.7622669090730414
53,0.04571994255160427,7,2.355092272206022,2.493854384638115,0.6757300380411047,0.9516448647530925,0.32471585249698914,0.8821625982041692,binary:logistic,logloss,42,0,0.7607805321475076
104,0.07620818923174892,7,4.429486154909234,2.809922021740673,0.6342385867866142,0.999729867258878,0.533088151215756,0.6759953009843086,binary:logistic,logloss,42,0,0.7652421197454734
93,0.09953545379282894,7,3.918761520533811,2.2648439131859037,0.6046227469587656,0.9380581828881658,0.45591261921055803,0.5600909627163673,binary:logistic,logloss,42,0,0.770679065425153
113,0.0588559451259827,6,5.471866462097337,2.1322541791615484,0.5424829064011188,0.9076777252006188,0.7166800319283292,1.271084730232633,binary:logistic,logloss,42,0,0.7731641402353635
89,0.0773059097703598,8,3.559680270299319,1.7087751659798502,0.5002467053791868,0.9825051810381055,0.709038382003005,1.0500191355974238,binary:logistic,logloss,42,0,0.7691976021423483
105,0.03669815201738104,7,6.063773968126224,3.4532270296992618,0.5768466061824342,0.9530850144653809,0.0017157979204005525,1.5042293216641038,binary:logistic,logloss,42,0,0.7652372061027444
63,0.04984722123054804,6,4.766681244922242,3.1215450205327167,0.6024401635213255,0.9232984172248897,0.9050405007246868,1.703325246950108,binary:logistic,logloss,42,0,0.7667248114389602
128,0.06326845140661067,8,4.224467485609111,1.9842635018014132,0.6801178804671799,0.8847777197038481,0.22570541513321496,0.727957728651953,binary:logistic,logloss,42,0,0.7607707048620496
122,0.026822149530010827,7,5.355761263817077,2.4305953591033047,0.5187452576948011,0.970005819617972,0.4910724646689403,0.4498709272098862,binary:logistic,logloss,42,0,0.7677185956809082
98,0.11585848123122419,7,1.1719417196273043,2.160648893102268,0.5609080478277392,0.937594662742822,0.32669898712123513,0.8934192573470292,binary:logistic,logloss,42,0,0.7652310640493329
84,0.04354254287612729,8,4.517712095921418,2.7233735909021357,0.6165160964691418,0.9509290431512388,0.6303168691563483,1.0955751899299038,binary:logistic,logloss,42,0,0.7672186325332285
114,0.06055540654104874,6,6.379166301514838,2.0702236622969488,0.5465790006588657,0.9070367276575245,0.7245868773202117,1.2790210937086801,binary:logistic,logloss,42,0,0.7706802938358353
133,0.09098965121224267,6,5.70369849947544,2.3497329344361573,0.5338209507751662,0.8890097371405979,0.40791761463125303,1.2249731343827237,binary:logistic,logloss,42,0,0.7741530108345822
136,0.08733029307564083,6,5.122008597465657,2.323309949992476,0.5868242696262387,0.8694940402368123,0.4132524538920838,1.2159118782335625,binary:logistic,logloss,42,0,0.7771183942215563
132,0.09287771474248924,6,5.671930578452273,2.4454724341093144,0.5277473457695538,0.855634538560403,0.140432416885862,1.2169017688316086,binary:logistic,logloss,42,0,0.7736628749723607
135,0.08618245975571184,6,6.019757884000997,1.8749186118990684,0.5834863093453471,0.8825053931916268,0.38344424017874745,1.3830668469797127,binary:logistic,logloss,42,0,0.7657261135542834
150,0.07176615010691853,6,5.24084132831755,3.039016413456703,0.5122147865077831,0.8074277800014881,0.5672773737617062,1.324547001748878,binary:logistic,logloss,42,0,0.771181485394197
120,0.14634780884808674,6,4.959109527024541,2.5685394560323807,0.5653367002358499,0.7864185528625587,0.2888938021100775,1.467403910686559,binary:logistic,logloss,42,0,0.7667272682603248
146,0.09948148836660131,6,6.591356680593183,1.677300939852531,0.5368288895904827,0.8629766012865496,0.6452288800606691,1.210129479021823,binary:logistic,logloss,42,0,0.7721715844040979
78,0.19911946578170692,5,5.660766318880664,1.2358138020637885,0.5948250262063752,0.8298279176231157,0.8315140982816099,1.103347364586061,binary:logistic,logloss,42,0,0.7682099599538117
66,0.08041136029727386,6,6.954417952340846,1.5096814258046778,0.6408051122317302,0.985482902126828,0.39753047924431756,0.9526993060477111,binary:logistic,logloss,42,0,0.7583040562120729
133,0.09216544301006072,6,5.586772573754969,2.4649822994519823,0.5285931898768775,0.8509661304559715,0.18377147638667263,1.1897888599007638,binary:logistic,logloss,42,0,0.7642495639142077
132,0.10485837250720059,6,5.142932833860292,2.3598645852220876,0.5516926929699613,0.8888177424465596,0.14125595015142772,1.3225331963333942,binary:logistic,logloss,42,0,0.7805935680416676
119,0.13066484112681898,6,4.6867714306580135,4.969255534170975,0.55423273429652,0.8948745489632723,0.5117165450029021,1.7295775098156205,binary:logistic,logloss,42,0,0.7731629118246813
75,0.10994933334986307,5,6.195502796469654,2.7416097090336993,0.5733597900918173,0.9192698351442127,0.27643471667313474,1.4626208895321464,binary:logistic,logloss,42,0,0.7647458418298406
137,0.051882536164880165,3,5.081799290918281,2.3205912184638438,0.5132689415134849,0.747724325804331,0.5784758585921587,1.316311334561939,binary:logistic,logloss,42,0,0.778117092106233
137,0.050180693591110714,3,5.101933799100032,2.288270194475181,0.5093222135180587,0.7734307887318917,0.5914923367477353,0.4917880726410112,binary:logistic,logloss,42,0,0.775644301402845
156,0.05168852872874032,3,5.185395412277285,2.322354472479235,0.5514617687804522,0.7655645203009759,0.6216881159127652,1.2633846584324535,binary:logistic,logloss,42,0,0.7706852074785642
148,0.06600978586603377,3,5.873968587023205,1.8965531821590302,0.5140323990564478,0.8195122704784221,0.9543092804311465,0.5382885557346827,binary:logistic,logloss,42,0,0.7731592265926345
136,0.17500788061904973,4,4.98984927992839,2.192078790517861,0.5922925164474422,0.7989402264798938,0.4182786146884835,0.8513982660930813,binary:logistic,logloss,42,0,0.7612718964204113
143,0.07243282517290774,3,7.000740247518806,2.6192567122688266,0.5811371943130588,0.7052463851679497,0.8130565139577541,1.014993402121311,binary:logistic,logloss,42,0,0.770181559098838
128,0.10139120424556759,3,4.360969717406265,1.9974333049962891,0.5068788154028496,0.7713565241354562,0.6044908130565234,0.38795191891464254,binary:logistic,logloss,42,0,0.7706852074785642
151,0.05221055501088868,4,3.7433824429946987,2.323450271696349,0.5000375796694598,0.7377740214382688,0.7524298031620074,0.4395428598256641,binary:logistic,logloss,42,0,0.7791059627054517
152,0.040259186808854645,4,5.163349131226759,2.3117862632729103,0.5435059204042685,0.7468661717814029,0.6827693244398698,0.47654313990070035,binary:logistic,logloss,42,0,0.7721691275827335
160,0.046667262210304414,3,4.757474056787557,2.372609087627001,0.5015395779720347,0.8424684331549412,0.5691100312809941,0.5319033279454225,binary:logistic,logloss,42,0,0.7726629486770017
138,0.05146629717177028,4,3.718366728220352,2.8049658913039854,0.5601895848183679,0.7286393648205579,0.8560499935500617,1.142295594839374,binary:logistic,logloss,42,0,0.770191386384296
144,0.08424943767596965,3,5.439862841175855,2.1044404834546526,0.9678822660044354,0.870422826214295,0.6696970423855234,0.5858073561445492,binary:logistic,logloss,42,0,0.7716703928457361
131,0.0636546779910037,4,4.169143095497905,1.77967101084465,0.5331253288875719,0.6655760335863903,0.4422593818089292,0.7210677473591484,binary:logistic,logloss,42,0,0.7766270299486525
130,0.06235132422598519,4,3.3470603666678147,1.7702634198289293,0.5155441270999837,0.6581456445297769,0.5836963194104119,0.7172965324338078,binary:logistic,logloss,42,0,0.7602854826425569
123,0.03774293726703638,3,4.528005368452787,1.9248406756672483,0.5661474433591278,0.607259644286569,0.7658664240763382,0.7703532851916278,binary:logistic,logloss,42,0,0.767216175711864
169,0.0447573507334773,4,4.103760344296994,2.563897229283968,0.5433499352812038,0.7002041512469127,0.7446124197507158,0.7055769311981084,binary:logistic,logloss,42,0,0.7706864358892466
138,0.06660914148868796,4,5.106700087948749,2.198005371417075,0.5285114160041235,0.5640578485840473,0.3783665657557823,0.597182126321143,binary:logistic,logloss,42,0,0.766723583028278
133,0.0769450022260549,3,3.693346157698901,3.000216837166745,0.5347385450357175,0.6571243520069312,0.45000450468762093,0.50282379985796,binary:logistic,logloss,42,0,0.7682136451858586
143,0.05377481162731749,5,4.8250028814111685,2.0535070542347555,0.5162773261871556,0.7748569453739124,0.5354228105312351,0.42945080272090164,binary:logistic,logloss,42,0,0.7751418814338009
151,0.05479424262867707,5,4.841176847102191,1.7977039824737464,0.5141367332578126,0.7483064342732691,0.5563405750937027,0.7887578829893652,binary:logistic,logloss,42,0,0.7776220426012824
155,0.053437837200068825,5,4.781859434413024,1.5740161392834757,0.5106348763632546,0.7522806718230464,0.5181130867797765,0.8028438414530626,binary:logistic,logloss,42,0,0.7716789917205119
142,0.050397222219197214,5,4.187720629834787,1.3806467552556858,0.5000728780015469,0.7788778178707529,0.5582506180146405,0.2508808864579171,binary:logistic,logloss,42,0,0.7766344004127459
148,0.04877528594404848,5,4.149624540810884,1.417187962417669,0.500114033935892,0.7144545768678,0.43903586510850584,0.26392955626223547,binary:logistic,logloss,42,0,0.7706827506571998
152,0.06032092728889786,5,4.46247394024328,1.117162676730491,0.551303425772504,0.6940318120604085,0.4847599253323353,0.09917663206800997,binary:logistic,logloss,42,0,0.7682025894897182
163,0.04195231054155899,4,4.264209134174429,1.8053372264056242,0.5192192084671663,0.7385030532624873,0.09272144471817184,0.3633939611689094,binary:logistic,logloss,42,0,0.7721752696361448
